project_id,institution_name,institution_type,project_domain,team_size,avg_team_experience,innovation_score,funding_amount_usd,mentorship_support,incubation_support,market_readiness_level,competition_awards,business_model_score,technology_maturity,year,success_label
P0775,Institution_35,Non-technical,EdTech,5,2.66,0.31,35656.13,1,0,2,1,0.45,2,2023,0
P0776,Institution_15,Private,GreenTech,6,2.19,0.51,33911.64,0,1,1,4,0.94,3,2022,0
P0777,Institution_25,Non-technical,GreenTech,7,1.87,0.3,10612.85,0,1,3,4,0.63,3,2021,0
P0778,Institution_37,Technical,EdTech,7,3.68,0.56,33901.44,0,0,4,2,0.76,2,2019,0
P0779,Institution_28,Private,FinTech,2,0.6,0.34,13369.13,1,0,1,1,0.27,4,2021,0
P0780,Institution_10,Technical,HealthTech,2,3.19,0.94,1909.36,0,1,5,0,0.23,5,2023,0
P0781,Institution_39,Non-technical,AgriTech,2,3.66,0.59,35261.23,1,1,2,2,0.41,1,2022,1
P0782,Institution_17,Technical,GreenTech,3,2.06,0.62,32594.89,0,1,1,3,0.45,5,2019,0
P0783,Institution_39,Technical,AgriTech,7,2.43,0.54,21129.65,1,1,4,1,0.75,2,2023,1
P0784,Institution_22,Public,FinTech,3,3.81,0.74,26758.62,1,1,3,2,0.66,1,2020,1
P0785,Institution_26,Non-technical,GreenTech,6,1.24,0.85,47411.29,0,0,1,4,0.5,5,2020,0
P0786,Institution_25,Non-technical,AgriTech,5,2.32,0.75,30164.81,1,0,3,2,0.72,3,2020,1
P0787,Institution_17,Technical,FinTech,7,2.16,0.82,33236.31,0,1,5,3,0.33,4,2019,1
P0788,Institution_13,Public,HealthTech,5,1.4,0.93,4131.65,0,1,4,1,0.25,5,2021,0
P0789,Institution_20,Non-technical,FinTech,2,3.37,0.9,9133.73,0,0,4,2,0.88,4,2019,0
P0790,Institution_25,Private,GreenTech,7,3.65,0.77,15746.66,0,1,2,0,0.65,3,2019,0
P0791,Institution_4,Technical,EdTech,4,3.24,0.45,27429.59,0,1,4,1,0.72,5,2019,1
P0792,Institution_10,Non-technical,HealthTech,3,1.18,0.75,39052.95,0,0,1,2,0.45,2,2020,0
P0793,Institution_3,Private,AgriTech,3,0.8,0.65,16740.8,0,0,1,2,0.5,1,2021,0
P0794,Institution_18,Non-technical,GreenTech,7,2.62,0.8,18462.74,1,0,1,1,0.27,3,2019,0
P0795,Institution_36,Private,EdTech,2,0.7,0.88,13551.39,0,0,5,4,0.89,4,2021,0
P0796,Institution_22,Technical,FinTech,3,2.85,0.82,13475.86,0,1,4,0,0.67,4,2022,1
P0797,Institution_34,Non-technical,EdTech,2,2.36,0.89,47494.33,1,0,4,1,0.27,3,2019,1
P0798,Institution_8,Non-technical,GreenTech,6,2.82,0.34,32137.4,1,1,1,0,0.84,2,2019,0
P0799,Institution_40,Public,GreenTech,5,2.57,0.32,8639.16,0,1,2,0,0.56,2,2019,0
P0800,Institution_19,Technical,EdTech,4,1.98,0.48,36390.18,0,1,2,1,0.81,4,2022,1
P0801,Institution_37,Private,FinTech,5,1.2,0.93,36379.04,0,1,4,2,0.21,3,2022,1
P0802,Institution_6,Non-technical,EdTech,5,1.57,0.88,33657.04,1,0,4,4,0.22,3,2020,1
P0803,Institution_26,Non-technical,GreenTech,6,2.34,0.78,7601.3,0,1,3,0,0.34,1,2023,0
P0804,Institution_34,Private,GreenTech,3,2.78,0.79,20991.58,1,1,4,0,0.37,4,2021,1
P0805,Institution_6,Technical,AgriTech,4,3.23,0.81,6231.06,0,1,1,2,0.81,2,2023,0
P0806,Institution_37,Public,AgriTech,3,3.19,0.96,41014.4,0,0,5,1,0.77,5,2019,1
P0807,Institution_33,Public,HealthTech,7,3.9,0.88,33103.44,1,0,4,4,0.69,2,2019,1
P0808,Institution_22,Non-technical,GreenTech,5,1.5,0.74,25852.99,0,0,4,0,0.91,2,2020,0
P0809,Institution_21,Private,AgriTech,7,0.75,0.77,17807.76,0,0,1,0,0.4,5,2023,0
P0810,Institution_6,Non-technical,EdTech,2,1.71,0.45,10028.22,0,0,3,1,0.92,4,2019,0
P0811,Institution_6,Private,FinTech,5,3.1,0.76,6215.93,1,1,4,2,0.93,1,2023,1
P0812,Institution_4,Public,EdTech,3,2.03,0.6,48492.79,0,0,2,3,0.55,2,2020,0
P0813,Institution_30,Technical,FinTech,5,3.36,0.41,10782.78,0,1,2,2,0.28,2,2023,0
P0814,Institution_11,Private,AgriTech,2,2.42,0.86,3933.86,1,0,2,0,0.78,4,2021,0
P0815,Institution_30,Public,HealthTech,6,3.75,0.66,48121.67,1,1,5,0,0.47,4,2020,1
P0816,Institution_31,Non-technical,EdTech,7,3.82,0.98,27898.64,0,0,5,4,0.84,3,2023,1
P0817,Institution_24,Private,EdTech,7,0.74,0.5,40036.18,0,1,4,2,0.33,4,2019,0
P0818,Institution_9,Technical,EdTech,3,2.1,0.64,3144.53,1,0,4,3,0.63,4,2022,0
P0819,Institution_3,Non-technical,FinTech,5,2.63,0.61,28780.35,0,1,4,4,0.61,2,2022,0
P0820,Institution_31,Non-technical,AgriTech,3,1.4,0.38,20512.29,0,1,5,3,0.28,1,2020,0
P0821,Institution_40,Public,EdTech,6,1.92,0.6,38826.26,1,1,4,4,0.49,2,2022,1
P0822,Institution_37,Private,EdTech,5,2.87,0.5,2882.86,0,1,1,2,0.27,4,2021,0
P0823,Institution_36,Non-technical,HealthTech,5,1.29,0.41,20682.84,0,1,3,0,0.57,3,2020,0
P0824,Institution_24,Technical,HealthTech,3,2.61,0.5,40154.6,1,1,2,3,0.87,1,2019,1
P0825,Institution_31,Private,AgriTech,3,2.94,0.46,26612.17,0,0,2,2,0.42,3,2019,0
P0826,Institution_6,Technical,AgriTech,2,0.82,0.81,27951.9,0,0,1,3,0.81,5,2020,0
P0827,Institution_2,Non-technical,GreenTech,6,2.24,0.32,5761.07,0,1,4,2,0.35,3,2022,0
P0828,Institution_20,Technical,HealthTech,2,1.42,0.73,7484.2,1,1,5,4,0.74,3,2022,1
P0829,Institution_28,Public,GreenTech,7,3.04,0.83,34172.98,0,1,4,2,0.93,4,2019,1
P0830,Institution_11,Technical,FinTech,5,1.16,0.64,34077.28,1,1,4,4,0.46,4,2021,1
P0831,Institution_4,Private,GreenTech,3,3.62,0.95,48976.07,1,1,2,0,0.92,4,2022,1
P0832,Institution_15,Technical,EdTech,5,2.01,0.8,35885.7,0,1,2,4,0.6,4,2021,1
P0833,Institution_6,Technical,GreenTech,5,1.19,0.82,25168.93,1,1,5,1,0.45,4,2022,1
P0834,Institution_30,Public,AgriTech,4,2.03,0.44,43009.06,0,0,2,0,0.92,3,2020,0
P0835,Institution_38,Technical,FinTech,7,1.93,0.84,6119.18,0,1,4,2,0.23,5,2023,0
P0836,Institution_2,Technical,EdTech,4,2.0,0.88,23015.5,0,1,1,2,0.22,4,2019,0
P0837,Institution_15,Non-technical,GreenTech,5,2.55,0.55,15068.35,1,0,5,1,0.68,5,2020,0
P0838,Institution_11,Non-technical,FinTech,3,2.32,0.45,6127.25,0,0,1,2,0.84,5,2022,0
P0839,Institution_8,Private,FinTech,5,1.02,0.57,38411.6,0,1,4,0,0.8,2,2019,1
P0840,Institution_26,Non-technical,EdTech,7,0.73,0.82,26028.81,0,0,5,0,0.26,2,2023,0
P0841,Institution_5,Non-technical,GreenTech,4,3.05,0.59,28281.67,1,0,1,4,0.96,1,2023,0
P0842,Institution_6,Non-technical,FinTech,3,2.46,0.82,21151.5,1,0,5,3,0.76,2,2022,1
P0843,Institution_26,Non-technical,FinTech,5,1.76,0.38,23556.52,0,1,4,2,0.96,4,2019,0
P0844,Institution_4,Public,HealthTech,6,3.33,0.86,6684.85,0,1,5,1,0.46,5,2022,1
P0845,Institution_19,Non-technical,FinTech,7,1.86,0.48,33972.97,0,0,4,0,0.76,1,2023,0
P0846,Institution_20,Public,HealthTech,7,3.29,0.47,22189.92,0,1,5,0,0.89,2,2020,0
P0847,Institution_33,Public,GreenTech,6,1.57,0.71,41021.61,1,1,5,0,0.5,3,2020,1
P0848,Institution_20,Non-technical,GreenTech,5,0.75,0.35,10618.07,1,1,2,3,0.97,1,2021,0
P0849,Institution_12,Technical,GreenTech,7,3.76,0.32,11047.7,1,0,4,3,0.41,4,2023,0
P0850,Institution_1,Public,AgriTech,3,1.88,0.48,32642.22,1,0,3,2,0.45,5,2023,0
P0851,Institution_26,Technical,GreenTech,5,3.27,0.68,42454.17,1,0,5,1,0.94,4,2022,1
P0852,Institution_14,Technical,FinTech,5,1.48,0.94,24137.69,1,0,1,3,0.98,4,2021,1
P0853,Institution_38,Non-technical,EdTech,4,2.76,0.89,36620.74,1,1,2,4,0.43,3,2021,1
P0854,Institution_37,Private,HealthTech,7,3.56,0.64,49967.17,0,1,2,3,0.31,3,2019,1
P0855,Institution_11,Non-technical,AgriTech,7,0.65,0.33,49523.02,0,1,5,0,0.81,5,2022,1
P0856,Institution_36,Private,GreenTech,6,3.41,0.67,37472.51,0,0,3,1,0.94,2,2020,0
P0857,Institution_13,Private,GreenTech,4,2.5,0.79,37239.74,0,0,2,2,0.68,4,2019,0
P0858,Institution_3,Non-technical,EdTech,4,2.63,0.54,13133.33,0,1,4,3,0.71,2,2021,0
P0859,Institution_33,Non-technical,EdTech,7,2.33,0.38,41843.44,0,0,5,0,0.81,5,2020,0
P0860,Institution_6,Private,AgriTech,5,3.56,0.49,20850.0,1,0,5,4,0.32,4,2023,0
P0861,Institution_10,Non-technical,HealthTech,4,0.65,0.84,48137.7,0,1,3,4,0.98,2,2022,1
P0862,Institution_5,Private,GreenTech,6,1.41,0.55,4989.96,1,0,4,2,0.49,4,2021,0
P0863,Institution_23,Technical,AgriTech,4,3.57,0.87,22356.18,0,0,4,2,0.7,3,2023,0
P0864,Institution_10,Non-technical,FinTech,6,3.13,0.52,28236.18,1,1,3,3,0.57,3,2021,1
P0865,Institution_2,Technical,FinTech,4,0.56,0.41,20852.65,1,0,1,2,0.57,1,2020,0
P0866,Institution_13,Public,AgriTech,6,2.31,0.61,11318.38,0,1,4,0,0.76,5,2019,0
P0867,Institution_40,Technical,GreenTech,4,2.35,0.62,30056.44,0,1,1,0,1.0,2,2020,0
P0868,Institution_2,Technical,AgriTech,4,1.9,0.31,38039.98,0,0,1,0,0.73,4,2022,0
P0869,Institution_20,Private,GreenTech,3,1.54,0.38,32597.09,0,1,5,3,0.84,1,2022,0
P0870,Institution_1,Technical,EdTech,6,2.89,0.43,12487.99,0,0,5,3,0.22,5,2021,0
P0871,Institution_37,Non-technical,AgriTech,6,1.23,0.38,36848.79,1,0,2,2,0.85,5,2020,1
P0872,Institution_9,Private,GreenTech,6,3.3,0.54,13587.99,0,0,5,3,0.44,5,2019,0
P0873,Institution_17,Public,AgriTech,2,3.31,0.98,9584.92,1,0,4,0,0.3,2,2022,0
P0874,Institution_9,Non-technical,AgriTech,4,1.95,0.66,34842.73,1,0,4,1,0.29,3,2019,0
P0875,Institution_11,Public,GreenTech,6,1.49,0.74,42296.58,1,0,1,0,0.74,1,2023,1
P0876,Institution_15,Technical,GreenTech,7,1.49,0.55,24595.43,0,0,4,1,1.0,2,2021,0
P0877,Institution_24,Non-technical,HealthTech,2,2.19,0.53,27038.2,0,0,5,2,0.73,4,2019,0
P0878,Institution_38,Non-technical,AgriTech,3,3.02,0.32,15834.63,0,0,5,4,0.41,2,2021,0
P0879,Institution_35,Public,FinTech,6,1.76,0.65,25236.28,0,1,5,3,0.36,4,2023,0
P0880,Institution_30,Non-technical,AgriTech,6,2.64,0.64,7467.17,0,1,3,3,0.62,4,2019,0
P0881,Institution_31,Non-technical,AgriTech,2,1.84,0.41,47835.71,0,0,4,0,0.25,5,2019,0
P0882,Institution_5,Non-technical,GreenTech,4,1.57,0.84,40217.67,1,0,2,0,0.52,2,2023,1
P0883,Institution_14,Technical,AgriTech,7,0.59,0.64,33730.68,0,0,4,1,0.73,3,2020,0
P0884,Institution_11,Public,AgriTech,3,0.51,0.54,27371.52,1,1,4,3,0.97,4,2019,1
P0885,Institution_9,Non-technical,FinTech,6,1.3,0.4,39816.29,1,1,3,2,0.54,5,2019,1
P0886,Institution_34,Private,GreenTech,4,1.92,0.69,25243.1,0,0,4,0,0.36,3,2022,0
P0887,Institution_12,Private,AgriTech,7,3.48,0.83,15698.72,0,0,1,3,0.85,2,2020,0
P0888,Institution_35,Private,EdTech,7,3.29,0.5,8858.34,0,0,5,4,0.8,3,2019,0
P0889,Institution_35,Private,HealthTech,3,1.44,0.45,32731.69,0,1,5,1,0.89,2,2023,1
P0890,Institution_1,Technical,FinTech,5,1.36,0.67,46541.86,0,0,3,0,0.37,4,2021,0
P0891,Institution_40,Non-technical,AgriTech,7,1.3,0.41,8527.31,0,1,5,0,0.52,1,2023,0
P0892,Institution_22,Public,EdTech,5,1.69,0.77,9820.88,1,1,1,2,0.99,1,2020,1
P0893,Institution_29,Non-technical,AgriTech,7,2.24,0.72,22246.7,1,0,3,0,0.33,4,2022,0
P0894,Institution_8,Technical,AgriTech,3,2.04,0.36,40538.07,1,1,2,3,0.74,3,2022,1
P0895,Institution_11,Private,GreenTech,2,1.26,0.33,15402.21,1,0,5,3,0.39,2,2022,0
P0896,Institution_37,Technical,GreenTech,3,0.96,0.73,13441.73,1,1,4,3,0.6,1,2023,1
P0897,Institution_14,Non-technical,GreenTech,3,0.54,0.51,31378.35,1,1,1,4,0.84,2,2021,1
P0898,Institution_30,Public,EdTech,2,1.04,0.36,27245.12,0,0,1,4,0.59,4,2021,0
P0899,Institution_35,Technical,AgriTech,2,2.97,0.83,3950.8,0,0,5,0,0.84,3,2019,0
P0900,Institution_21,Public,HealthTech,4,1.35,0.52,4993.01,0,1,2,4,0.54,2,2021,0
P0901,Institution_37,Technical,FinTech,7,2.14,0.62,32507.64,1,1,4,4,1.0,3,2021,1
P0902,Institution_5,Public,GreenTech,4,2.57,0.47,23791.06,1,1,2,2,0.55,1,2019,0
P0903,Institution_19,Public,GreenTech,2,3.6,0.74,48577.88,1,0,2,4,0.32,2,2023,1
P0904,Institution_14,Private,AgriTech,5,3.61,0.51,34248.04,0,0,5,1,0.52,5,2023,0
P0905,Institution_26,Public,AgriTech,5,3.11,0.98,1493.61,0,0,4,1,0.79,1,2020,0
P0906,Institution_4,Private,EdTech,3,0.62,0.79,24569.92,0,0,5,1,0.88,3,2023,0
P0907,Institution_25,Non-technical,EdTech,6,2.51,0.4,21307.95,1,1,5,0,0.57,4,2022,1
P0908,Institution_25,Non-technical,GreenTech,3,3.25,0.59,6228.98,1,1,1,3,0.68,5,2022,0
P0909,Institution_18,Private,AgriTech,3,0.56,0.57,46237.23,1,1,5,2,0.88,2,2020,1
P0910,Institution_40,Private,HealthTech,6,2.42,0.67,40445.55,0,1,3,0,0.85,1,2021,1
P0911,Institution_8,Technical,FinTech,7,3.5,0.89,12274.21,1,1,4,3,0.73,2,2020,1
P0912,Institution_39,Technical,AgriTech,2,2.16,0.71,13543.06,0,0,1,2,0.85,2,2019,0
P0913,Institution_40,Technical,AgriTech,5,0.51,0.34,2568.88,0,0,4,2,0.66,5,2020,0
P0914,Institution_14,Non-technical,EdTech,3,0.54,0.76,15539.16,0,1,1,2,0.2,5,2020,0
P0915,Institution_32,Technical,FinTech,6,1.96,0.31,29646.48,0,1,3,1,0.23,5,2022,0
P0916,Institution_38,Public,GreenTech,4,1.04,0.85,21621.33,0,1,5,1,0.98,5,2019,1
P0917,Institution_33,Public,AgriTech,3,2.83,0.77,48493.52,0,1,1,1,0.32,4,2019,1
P0918,Institution_23,Technical,GreenTech,5,2.98,0.52,3747.93,0,1,1,2,0.52,3,2020,0
P0919,Institution_15,Public,AgriTech,2,1.12,0.5,29980.08,1,1,1,2,0.95,5,2019,1
P0920,Institution_33,Non-technical,GreenTech,3,3.61,0.86,43057.16,0,1,3,1,0.36,1,2019,1
P0921,Institution_25,Public,FinTech,3,2.05,0.85,24556.3,1,1,4,2,0.88,2,2023,1
P0922,Institution_17,Non-technical,EdTech,7,1.0,0.55,1145.17,0,0,3,1,0.85,5,2019,0
P0923,Institution_33,Private,FinTech,6,3.17,0.51,12897.27,0,1,1,1,0.99,1,2021,0
P0924,Institution_2,Private,HealthTech,4,3.26,0.69,16864.68,0,1,1,1,0.43,4,2019,0
P0925,Institution_14,Private,EdTech,4,2.74,0.31,48333.73,1,0,5,3,0.45,1,2022,0
P0926,Institution_40,Private,FinTech,2,3.49,0.36,45676.89,0,0,3,2,0.92,1,2023,0
P0927,Institution_40,Public,HealthTech,5,3.08,0.39,47509.35,0,1,3,0,0.39,4,2022,0
P0928,Institution_39,Technical,AgriTech,2,3.59,0.43,41462.16,1,0,2,1,0.64,4,2022,0
P0929,Institution_6,Public,AgriTech,3,2.02,0.66,18230.74,1,0,4,0,0.77,2,2021,0
P0930,Institution_6,Non-technical,GreenTech,3,3.12,0.99,45387.94,1,1,2,3,0.42,5,2023,1
P0931,Institution_3,Public,EdTech,4,4.0,0.76,49102.54,1,0,2,2,0.95,1,2020,1
P0932,Institution_7,Public,AgriTech,5,3.04,0.34,18153.49,0,1,4,1,0.73,3,2019,0
P0933,Institution_8,Non-technical,EdTech,6,0.9,0.67,13767.24,0,1,5,1,0.24,3,2021,0
P0934,Institution_15,Private,AgriTech,5,2.31,0.65,27798.9,1,1,5,1,0.31,2,2021,1
P0935,Institution_29,Private,GreenTech,3,2.56,0.4,10170.46,0,0,4,0,0.35,3,2020,0
P0936,Institution_33,Private,FinTech,6,1.11,0.94,2598.59,1,0,4,3,0.4,2,2021,0
P0937,Institution_30,Technical,GreenTech,5,3.87,0.61,47345.73,1,1,3,2,0.78,5,2020,1
P0938,Institution_39,Non-technical,HealthTech,5,1.11,1.0,46361.29,1,1,3,3,0.27,2,2020,1
P0939,Institution_27,Non-technical,AgriTech,6,1.12,0.59,8970.04,0,0,3,1,0.48,4,2020,0
P0940,Institution_36,Public,HealthTech,3,3.7,0.73,20979.27,1,1,3,3,0.93,4,2021,1
P0941,Institution_29,Technical,HealthTech,5,2.13,0.37,41720.78,0,0,1,0,0.65,4,2020,0
P0942,Institution_38,Private,EdTech,6,0.72,0.62,33389.01,0,0,1,4,0.41,4,2021,0
P0943,Institution_33,Technical,AgriTech,7,2.59,0.47,20344.59,0,0,5,4,0.97,4,2023,0
P0944,Institution_37,Non-technical,HealthTech,7,2.61,0.88,37464.38,1,0,1,2,0.4,4,2020,1
P0945,Institution_27,Non-technical,FinTech,3,0.73,0.85,44955.32,0,0,1,2,0.92,4,2021,1
P0946,Institution_33,Public,HealthTech,6,3.9,0.88,46381.76,1,0,3,3,0.78,4,2021,1
P0947,Institution_4,Public,FinTech,7,2.4,0.81,19563.63,0,1,3,2,0.79,4,2021,1
P0948,Institution_22,Non-technical,EdTech,6,2.46,0.88,9504.47,0,1,4,0,0.81,5,2019,1
P0949,Institution_2,Private,HealthTech,5,2.32,0.44,45729.1,0,0,3,1,0.61,4,2019,0
P0950,Institution_10,Private,GreenTech,3,2.64,0.62,5535.22,1,0,4,1,0.85,2,2020,0
P0951,Institution_5,Technical,EdTech,7,1.43,0.78,36362.73,1,1,4,3,0.87,5,2023,1
P0952,Institution_10,Non-technical,FinTech,5,1.51,0.75,7884.37,1,1,1,1,0.49,3,2020,0
P0953,Institution_33,Non-technical,EdTech,2,2.29,0.8,20079.96,1,1,3,3,0.52,1,2022,1
P0954,Institution_38,Private,HealthTech,2,3.32,0.46,21166.23,0,1,1,2,0.91,5,2022,0
P0955,Institution_13,Private,AgriTech,3,0.67,0.37,8779.14,0,1,3,2,0.62,4,2023,0
P0956,Institution_31,Non-technical,AgriTech,7,2.61,0.94,46211.39,1,1,1,0,0.89,5,2023,1
P0957,Institution_36,Public,FinTech,7,3.32,0.69,1130.74,1,1,1,1,0.7,1,2023,0
P0958,Institution_24,Non-technical,FinTech,7,1.05,0.41,44796.62,1,1,1,0,0.67,1,2019,1
P0959,Institution_15,Non-technical,AgriTech,6,0.55,0.86,44307.64,1,0,5,4,0.22,4,2019,1
P0960,Institution_29,Private,FinTech,5,1.59,0.94,16531.22,0,1,1,0,0.42,4,2022,0
P0961,Institution_8,Private,EdTech,7,2.56,0.42,35509.93,1,0,2,3,0.6,2,2023,0
P0962,Institution_5,Public,GreenTech,5,0.98,0.87,13387.64,1,1,2,3,0.67,1,2021,1
P0963,Institution_29,Public,GreenTech,3,1.99,0.95,38179.9,0,1,2,0,0.7,4,2022,1
P0964,Institution_4,Technical,EdTech,7,2.43,0.96,28494.87,1,1,4,2,0.77,1,2023,1
P0965,Institution_12,Non-technical,GreenTech,3,2.6,0.94,15711.05,0,1,1,4,0.72,2,2021,0
P0966,Institution_2,Private,HealthTech,7,1.46,0.68,20611.5,1,1,2,0,0.88,3,2023,1
P0967,Institution_27,Public,EdTech,2,1.9,0.55,34804.55,0,0,4,2,0.44,1,2020,0
P0968,Institution_31,Technical,FinTech,4,3.22,0.31,45398.78,1,1,2,0,0.71,2,2021,1
P0969,Institution_36,Technical,EdTech,3,3.79,0.34,7405.6,1,0,3,1,0.24,2,2020,0
P0970,Institution_36,Private,AgriTech,7,3.52,0.6,28996.83,1,0,5,3,0.58,2,2019,0
P0971,Institution_26,Private,FinTech,4,2.47,0.58,13432.73,1,1,1,1,0.41,5,2022,0
P0972,Institution_27,Technical,AgriTech,3,1.94,0.43,40267.24,1,0,5,1,0.5,4,2023,1
P0973,Institution_5,Public,FinTech,6,1.67,0.58,4441.63,0,1,5,4,0.48,1,2022,0
P0974,Institution_20,Technical,GreenTech,7,0.94,0.42,34758.83,1,1,3,2,0.25,5,2023,1
P0975,Institution_11,Non-technical,EdTech,6,0.87,0.89,9572.35,0,1,3,3,0.57,1,2020,0
P0976,Institution_10,Non-technical,HealthTech,2,2.91,0.51,30222.89,0,0,3,1,1.0,5,2021,0
P0977,Institution_40,Private,FinTech,7,1.41,0.72,41948.94,0,1,4,3,0.44,4,2021,1
P0978,Institution_38,Public,FinTech,2,1.39,0.65,37998.95,0,0,2,2,0.79,2,2023,0
P0979,Institution_6,Public,AgriTech,4,3.99,0.34,37894.2,1,1,1,0,0.64,1,2020,0
P0980,Institution_8,Non-technical,GreenTech,3,1.16,0.96,26374.42,1,1,3,1,0.46,2,2023,1
P0981,Institution_23,Technical,AgriTech,5,1.02,0.67,44646.53,1,0,1,2,0.27,4,2023,0
P0982,Institution_26,Private,AgriTech,2,0.85,0.53,29817.15,1,0,1,3,0.37,1,2023,0
P0983,Institution_12,Technical,GreenTech,5,2.53,0.41,45958.38,0,0,1,2,0.83,3,2021,0
P0984,Institution_26,Technical,HealthTech,5,2.7,0.54,27779.6,0,0,3,0,0.42,3,2023,0
P0985,Institution_13,Technical,AgriTech,3,1.78,0.31,25792.31,0,0,3,2,0.32,3,2021,0
P0986,Institution_40,Public,AgriTech,4,2.37,0.55,11895.3,1,0,2,3,0.47,4,2019,0
P0987,Institution_18,Non-technical,FinTech,3,3.26,0.67,27694.55,1,1,3,1,0.67,3,2020,1
P0988,Institution_25,Public,GreenTech,7,3.36,0.91,7888.66,1,0,3,1,0.76,1,2019,0
P0989,Institution_33,Non-technical,EdTech,2,3.85,0.78,43614.82,1,1,1,4,0.51,3,2023,1
P0990,Institution_40,Private,HealthTech,5,3.38,0.38,34118.7,0,1,2,3,0.6,1,2021,0
P0991,Institution_12,Private,HealthTech,3,2.48,0.4,49688.14,1,1,5,4,0.56,4,2020,1
P0992,Institution_36,Technical,GreenTech,3,1.13,0.6,5512.77,1,1,3,4,0.21,2,2022,0
P0993,Institution_4,Non-technical,FinTech,3,0.85,0.44,12792.96,0,1,3,0,0.52,5,2020,0
P0994,Institution_5,Non-technical,FinTech,2,0.69,0.32,43980.77,0,0,5,3,0.67,3,2020,0
P0995,Institution_37,Non-technical,GreenTech,4,2.83,0.86,20367.45,1,1,1,1,0.66,5,2023,1
P0996,Institution_8,Technical,FinTech,3,3.33,0.31,23848.85,1,1,2,3,0.8,2,2019,0
P0997,Institution_28,Technical,HealthTech,2,2.28,0.88,43171.94,0,1,1,0,0.74,4,2019,1
P0998,Institution_31,Private,HealthTech,5,0.69,0.4,26569.34,1,0,4,3,0.42,4,2022,0
P0999,Institution_9,Public,EdTech,7,2.37,0.98,10480.32,0,0,3,3,0.4,2,2023,0
P1000,Institution_29,Non-technical,GreenTech,6,3.78,0.72,44709.48,0,0,4,4,0.57,5,2020,1
P1001,Institution_14,Non-technical,AgriTech,2,2.59,0.81,2522.02,1,0,3,3,0.79,3,2019,0
P1002,Institution_40,Public,AgriTech,6,3.33,0.38,44874.42,0,1,4,4,0.28,1,2019,0
P1003,Institution_22,Non-technical,EdTech,3,3.3,0.9,3475.49,1,0,5,4,0.96,4,2021,1
P1004,Institution_11,Technical,EdTech,3,3.76,0.89,33626.62,1,1,3,2,0.63,2,2020,1
P1005,Institution_23,Technical,FinTech,2,3.2,0.76,4512.29,1,0,3,0,0.45,5,2023,0
P1006,Institution_1,Non-technical,EdTech,6,3.12,0.65,35604.44,1,0,4,4,0.75,3,2019,1
P1007,Institution_37,Technical,EdTech,3,1.32,0.81,2664.59,0,0,2,3,0.24,5,2023,0
P1008,Institution_21,Technical,AgriTech,5,0.71,0.3,42280.43,1,0,4,4,0.59,3,2020,0
P1009,Institution_26,Non-technical,FinTech,4,2.31,0.71,23831.25,1,1,3,4,0.59,1,2020,1
P1010,Institution_36,Private,EdTech,4,0.94,0.89,5579.24,0,0,3,4,0.33,1,2019,0
P1011,Institution_23,Public,EdTech,3,3.87,0.55,35634.15,1,1,2,1,0.87,2,2022,1
P1012,Institution_1,Technical,FinTech,6,1.51,0.38,24975.22,1,1,1,1,0.84,2,2023,0
P1013,Institution_40,Private,GreenTech,7,3.49,0.59,10356.49,1,1,2,1,0.32,3,2023,0
P1014,Institution_15,Technical,FinTech,3,1.86,0.81,1767.95,1,1,1,1,0.49,3,2021,0
P1015,Institution_21,Technical,AgriTech,7,1.63,0.38,21481.91,0,1,3,2,0.28,3,2020,0
P1016,Institution_9,Public,GreenTech,7,3.77,0.44,5195.83,0,1,5,4,0.88,3,2020,0
P1017,Institution_9,Technical,HealthTech,6,1.77,0.4,5614.32,1,1,5,2,0.46,1,2019,0
P1018,Institution_10,Public,FinTech,7,1.87,0.86,14099.15,0,0,4,3,0.55,2,2019,0
P1019,Institution_26,Public,AgriTech,5,0.87,0.34,31892.46,0,1,2,0,0.46,2,2019,0
P1020,Institution_35,Public,GreenTech,6,2.85,0.78,26965.62,0,0,2,2,0.45,4,2021,0
P1021,Institution_25,Private,FinTech,3,1.51,0.56,4380.38,0,0,5,1,0.8,2,2022,0
P1022,Institution_26,Non-technical,EdTech,5,2.55,0.83,48453.13,1,1,1,1,0.8,2,2019,1
P1023,Institution_11,Private,FinTech,2,2.57,0.98,44471.27,0,1,2,3,0.61,5,2019,1
P1024,Institution_38,Non-technical,HealthTech,4,3.02,0.38,13702.05,1,0,1,4,0.73,5,2019,0
P1025,Institution_2,Non-technical,FinTech,3,3.11,0.52,6994.59,1,0,1,0,0.61,4,2021,0
P1026,Institution_7,Public,GreenTech,3,2.3,0.87,47177.74,0,1,1,2,0.22,3,2023,1
P1027,Institution_18,Technical,GreenTech,3,1.66,0.49,23595.95,1,1,1,4,0.25,4,2022,0
P1028,Institution_27,Public,FinTech,5,3.43,0.45,16247.18,0,0,4,4,0.51,4,2023,0
P1029,Institution_34,Technical,GreenTech,2,1.58,0.88,25027.54,1,0,4,2,0.8,1,2020,1
P1030,Institution_27,Non-technical,EdTech,6,2.28,0.99,38864.46,1,1,5,2,0.93,2,2020,1
P1031,Institution_17,Public,FinTech,2,1.9,0.69,9250.88,0,0,4,2,0.22,1,2019,0
P1032,Institution_24,Technical,EdTech,5,3.49,0.49,38607.3,1,0,2,2,0.49,2,2023,0
